#{"t_start": 1782171729.2601292, "env_id": "None"}
r,l,t
102.342285,72,98.680855
102.789631,65,98.743058
103.255899,68,98.803876
102.465759,68,98.86513
102.439836,63,98.92315
102.343261,65,98.982369
102.600151,63,99.041636
102.421737,63,99.099745
102.400443,67,99.160571
102.510391,67,99.221309
102.429053,69,99.283532
102.80375,63,99.341318
102.403021,62,99.398881
102.459986,62,99.455669
102.416872,70,99.518054
102.438668,63,99.576113
102.747149,73,99.640311
102.468735,72,99.702836
102.549301,69,99.764466
102.820237,73,99.828292
102.512625,69,99.890021
102.49358,68,99.95165
102.549232,68,100.012662
102.884792,68,100.073485
102.619539,63,100.132403
102.635937,68,100.194341
102.415158,69,100.940469
103.241374,71,101.009509
102.584531,70,101.076507
102.521059,72,101.142138
102.653647,65,101.204686
102.58529,71,101.26906
102.40281,72,101.3348
102.603814,62,101.394282
102.408957,64,101.456085
102.482554,66,101.517544
102.326109,66,101.579524
102.539184,71,101.644015
102.524724,66,101.705007
102.488974,67,101.766515
102.50441,66,101.827535
102.683619,62,101.884994
102.357218,64,101.945924
102.532191,62,102.004617
102.745689,68,102.067063
102.548611,65,102.128273
102.421113,62,102.18636
102.638553,67,102.246524
102.53547,63,102.304326
102.496347,67,102.36577
102.643976,71,102.42977
102.341511,70,102.493366
102.497918,65,102.554109
102.897514,73,102.618645
102.566005,63,102.679074
102.390067,65,102.738661
102.581498,69,102.800628
102.711241,69,103.554181
102.515565,71,103.622342
102.513288,63,103.683082
102.582808,60,103.742721
102.521781,71,103.810637
102.690814,61,103.8699
102.5344,66,103.933014
102.50127,69,103.998932
102.487748,60,104.057587
102.474664,68,104.122699
102.393047,69,104.186439
102.828266,74,104.249942
102.624747,63,104.307858
102.372243,63,104.366343
102.572755,62,104.424086
102.418958,67,104.485157
102.410451,61,104.542301
102.765814,68,104.603534
102.970135,66,104.66384
102.534398,63,104.72276
102.700987,67,104.783498
102.631498,62,104.841524
102.463849,69,104.901996
102.342041,65,104.961021
102.424593,71,105.024153
102.488073,70,105.086194
103.326673,65,105.145745
102.472993,65,105.20496
102.548292,70,105.266785
102.56283,62,105.332013
102.401056,73,105.411149
102.634461,67,106.191027
102.533581,63,106.254156
102.535321,65,106.315078
5.483296,200,106.450892
102.750068,67,106.511235
102.581981,63,106.56861
102.552951,71,106.632117
102.694921,66,106.691782
102.577863,69,106.752751
102.496164,71,106.815158
102.517389,70,106.877352
102.419381,71,106.940421
102.480854,68,107.002694
102.627946,66,107.064247
102.535834,64,107.123823
102.68283,73,107.188455
102.806403,64,107.247439
102.459578,68,107.308999
102.436495,66,107.369263
102.597509,66,107.429577
102.617081,69,107.491487
102.41631,69,107.553298
102.583039,60,107.610226
102.439817,65,107.669659
102.425137,62,107.727401
102.383915,67,107.787944
102.683722,62,107.845199
102.862439,66,107.90497
102.544019,71,107.968756
102.622568,64,108.719834
102.417274,64,108.780746
102.383018,69,108.84313
102.553457,72,108.907383
102.660899,62,108.965987
102.776076,75,109.031911
102.468728,63,109.091062
102.290699,60,109.148824
102.427826,65,109.207943
102.79681,64,109.266666
102.863323,66,109.326289
102.548205,71,109.391981
102.361516,66,109.463714
102.487096,70,109.537434
102.392643,61,109.597992
102.374983,70,109.666542
102.864768,70,109.735773
102.595841,70,109.798422
102.660998,67,109.859279
102.601916,65,109.92031
102.491901,64,109.980276
102.581451,67,110.042488
102.498361,65,110.103236
102.591758,66,110.163582
102.318468,68,110.224869
102.649562,62,110.28177
102.561149,69,110.345579
102.590072,61,110.40311
102.422925,69,110.465896
102.440838,62,110.523869
102.7049,64,110.586964
102.808107,63,111.331576
102.59172,64,111.392281
102.519638,62,111.450294
102.463523,72,111.512741
102.471393,68,111.573148
102.363895,65,111.632011
102.453202,67,111.691259
102.635075,64,111.748514
102.531488,66,111.808659
102.446861,63,111.865612
102.777462,63,111.923853
102.436196,63,111.982671
102.438968,63,112.044199
102.41817,60,112.100374
102.604339,69,112.162552
102.537085,68,112.223373
102.513965,68,112.284604
102.553577,62,112.343723
102.413601,61,112.401021
102.453548,72,112.466075
102.467412,67,112.528324
102.422839,66,112.590171
102.348915,70,112.653423
102.396831,67,112.714449
102.470284,70,112.77694
102.274488,61,112.83437
102.510708,69,112.896614
102.635777,70,112.959413
102.85357,73,113.024516
102.356808,69,113.087204
102.724438,66,113.83474
102.444341,68,113.901078
102.679081,72,113.968494
102.357774,66,114.031726
102.543613,62,114.09242
102.4389,67,114.155679
102.707702,68,114.219415
102.59485,61,114.278806
102.518881,70,114.343478
102.485298,60,114.399976
102.782704,64,114.458353
102.387133,62,114.51554
102.507917,70,114.579016
102.698403,70,114.643059
102.513573,63,114.703384
102.51325,63,114.761827
102.373865,66,114.824202
102.469053,71,114.889519
102.392764,68,114.952487
102.47863,72,115.019637
102.515815,68,115.082963
102.362253,71,115.148422
102.503534,62,115.207534
102.573307,65,115.268222
102.473925,64,115.328559
102.474867,59,115.385278
102.750887,63,115.443117
102.560813,64,115.502203
102.154301,60,115.559549
102.666246,74,115.625121
102.415615,67,115.68666
102.611983,62,115.745526
102.535084,65,116.499783
102.476033,69,116.564247
102.466651,67,116.626297
102.316476,70,116.690156
102.416606,70,116.75342
102.353406,64,116.813184
102.499214,69,116.876876
102.489509,61,116.936117
102.455293,65,116.997757
102.495761,66,117.06002
102.553644,69,117.122819
102.491227,70,117.185065
102.498752,72,117.249327
102.673977,62,117.307569
102.494573,71,117.37156
102.482057,67,117.4327
102.644529,63,117.490271
102.413312,63,117.548064
102.746087,64,117.608333
102.33523,68,117.670189
102.354043,70,117.73622
102.344,64,117.795897
102.504309,68,117.857334
102.471749,65,117.917099
102.541928,64,117.977379
102.589541,70,118.041937
102.584516,70,118.104864
102.55148,64,118.16605
102.483623,67,118.227407
102.52647,60,118.283134
102.999151,74,119.031841
102.986417,67,119.096977
102.603374,60,119.155198
102.848041,67,119.217838
102.453365,70,119.282178
102.349177,60,119.340693
102.55158,67,119.402509
102.524716,64,119.46278
102.434429,69,119.524852
102.546166,68,119.586133
102.741923,69,119.649628
102.547815,63,119.707804
102.863251,64,119.76605
102.555004,67,119.825714
102.627764,61,119.882942
102.600563,68,119.943493
102.653894,63,120.002308
102.464719,66,120.064579
102.514651,64,120.125676
102.448965,62,120.185192
102.338842,61,120.244733
102.508882,68,120.307755
102.324904,71,120.375203
102.582356,71,120.440122
102.492712,62,120.499869
102.469084,71,120.563203
102.563491,65,120.622678
102.506308,70,120.68559
102.589038,67,120.745333
102.583407,65,120.803945
102.487278,65,120.865732
102.531192,68,121.637117
102.617352,72,121.710845
102.594746,64,121.772076
102.923758,66,121.840667
102.489273,68,121.901428
102.701734,62,121.958435
102.533605,71,122.023836
102.774738,65,122.084454
102.852923,65,122.14614
102.543539,65,122.205948
102.429864,67,122.266608
102.538667,65,122.327411
102.583874,62,122.386498
102.505557,66,122.446522
102.527441,63,122.504755
102.407702,65,122.564183
102.46792,69,122.62643
102.508007,62,122.684631
102.66258,63,122.742813
102.511907,69,122.804342
102.562965,69,122.865855
102.455419,71,122.928632
102.436598,71,122.993129
102.381361,62,123.053055
102.42284,71,123.118106
102.475115,64,123.177483
102.475412,69,123.239159
102.681658,68,123.299591
102.633631,71,123.36186
102.452635,67,123.426834
102.684738,68,123.489729
102.420756,67,124.246208
102.487697,65,124.311113
102.546002,64,124.373996
102.450896,65,124.434389
102.508077,60,124.490425
102.598468,60,124.546653
102.436641,67,124.608538
102.424626,66,124.668585
102.488977,65,124.727901
102.458103,59,124.782698
102.475328,68,124.846717
102.668071,63,124.905613
102.55712,64,124.965166
102.521765,69,125.028341
102.48413,66,125.090294
102.642461,71,125.155487
102.464626,71,125.218877
102.546607,65,125.278803
102.521028,64,125.338787
102.461138,62,125.397344
102.402122,69,125.460121
102.619963,64,125.519895
102.474323,62,125.581747
102.42828,60,125.640095
102.406887,71,125.704898
102.519781,72,125.769848
102.548609,65,125.836475
102.574024,71,125.904845
102.798372,62,125.971748
102.5915,68,126.046925
102.601564,70,126.108402
102.660683,62,126.861381
102.609924,59,126.921851
102.887803,68,126.987122
102.528173,62,127.047244
102.446413,71,127.113781
102.703904,65,127.173551
102.675116,66,127.234869
102.4941,63,127.292627
102.69677,72,127.358478
102.499262,70,127.424555
102.48381,67,127.486634
102.369033,63,127.544903
102.535275,63,127.622909
102.752636,66,127.682542
102.519018,65,127.747775
102.489669,67,127.812458
102.407521,61,127.88335
102.41206,61,127.954608
102.273242,62,128.015652
102.615181,68,128.078418
102.528683,72,128.142277
102.502035,65,128.203778
102.487737,64,128.263923
102.586415,66,128.32418
102.562929,66,128.384721
102.533523,68,128.445601
102.514956,68,128.507447
102.528599,66,128.567612
102.440225,71,128.630542
102.499173,67,128.691425
102.656752,69,128.752934
102.877774,68,129.494577
102.603176,63,129.558261
102.570064,69,129.623279
102.588137,69,129.688258
102.460161,64,129.74853
102.382968,61,129.806092
102.477074,66,129.865813
102.62082,73,129.932904
102.72555,64,129.994962
102.560858,65,130.057054
102.827097,68,130.1204
102.959333,65,130.180303
102.469765,60,130.236868
102.651527,70,130.299692
102.512275,68,130.360927
102.432957,71,130.424049
102.494686,70,130.488438
102.490966,63,130.547801
102.608171,71,130.611243
102.437854,71,130.675195
102.609827,62,130.732994
102.58377,69,130.798032
102.48284,64,130.872711
102.538816,64,130.939487
102.488205,70,131.00614
102.72995,64,131.066787
102.402467,64,131.128944
102.410445,61,131.186439
102.536291,70,131.24776
102.457165,65,131.308601
102.54534,68,131.373194
102.424018,70,132.125386
102.359108,64,132.188267
102.480541,67,132.253714
102.566951,69,132.324365
102.684738,60,132.383599
102.386748,61,132.443676
102.659117,66,132.506141
102.403914,67,132.567917
102.497894,70,132.63206
102.471149,65,132.690291
102.452039,69,132.751071
102.484936,72,132.813628
102.53349,70,132.876456
102.56024,66,132.936541
102.483093,62,132.9964
102.58642,66,133.058469
102.609077,67,133.120542
102.573904,64,133.180994
102.561532,61,133.238231
102.548538,65,133.298942
102.545946,65,133.359099
102.543925,61,133.421984
102.467074,60,133.479877
102.442289,68,133.542277
102.595518,72,133.60747
102.412641,67,133.669574
102.490129,63,133.728593
102.450302,68,133.789655
102.848315,74,133.854633
102.564152,62,133.913372
102.447635,68,133.975996
102.606766,66,134.742961
102.532823,67,134.809024
102.783419,62,134.869428
102.533135,67,134.931807
102.497644,71,134.998166
102.469987,70,135.062457
102.786158,67,135.124717
102.602167,65,135.185989
102.614414,62,135.244103
102.673047,66,135.312875
102.526602,63,135.377841
102.543248,63,135.440755
102.441861,68,135.518213
102.49501,67,135.581435
102.619584,66,135.641553
102.54619,62,135.701306
102.508248,64,135.761525
102.504622,64,135.821834
102.542751,72,135.8869
102.455647,66,135.947208
102.453127,67,136.009794
102.68868,69,136.076749
102.459113,69,136.140872
102.624954,72,136.20786
102.601474,61,136.266844
102.522145,65,136.327455
102.576947,63,136.388212
102.543241,67,136.450703
103.011159,71,136.516299
102.61362,64,136.577891
102.691037,61,136.637111
102.799009,64,137.394851
102.42376,66,137.460404
102.600134,63,137.523592
102.535548,62,137.582821
102.44204,64,137.643779
102.558266,68,137.706477
102.540937,61,137.765732
102.391806,65,137.828087
102.520243,68,137.891586
102.525674,61,137.950267
102.506121,70,138.014192
102.657144,62,138.074151
102.452229,68,138.139454
102.807873,70,138.205222
102.513864,61,138.262691
102.612037,61,138.321161
102.60052,67,138.382612
102.502319,70,138.447241
102.56807,63,138.5083
102.951059,73,138.574026
102.45978,66,138.636194
102.571235,64,138.697003
102.587471,61,138.755874
102.458871,62,138.814327
102.651166,71,138.879012
102.577455,72,138.943643
102.553214,64,139.004911
102.443496,62,139.063601
102.560338,61,139.12164
102.413893,61,139.179289
102.531506,63,139.237671
102.517915,66,139.297434
102.501049,67,140.045682
102.80546,65,140.107726
102.426148,62,140.167145
102.745126,72,140.231988
102.323733,62,140.290165
102.539545,72,140.354979
102.643371,64,140.415001
102.576934,69,140.476991
102.540674,69,140.539633
102.632305,61,140.599219
102.56395,63,140.657028
102.82025,67,140.718042
102.471497,71,140.781459
102.728755,68,140.842528
102.511629,61,140.900595
102.523079,67,140.962104
102.716925,69,141.024368
102.754242,66,141.085012
102.592,67,141.144145
102.78321,68,141.204148
102.678633,60,141.261124
102.641187,66,141.319794
102.718293,63,141.377548
102.62074,63,141.436345
102.502344,65,141.495381
102.561597,65,141.555367
102.478186,61,141.612286
102.657299,64,141.67034
102.543566,65,141.728942
102.521673,60,141.784686
6.882107,200,142.605659
102.472223,66,142.668221
102.621881,67,142.73023
102.533897,72,142.793828
102.592729,68,142.85455
102.641456,63,142.91239
102.517272,71,142.9758
102.694676,64,143.037297
102.477717,69,143.099464
102.486894,64,143.1587
102.492023,66,143.219756
102.598285,65,143.279242
102.502061,67,143.340848
102.486144,69,143.404433
102.73614,66,143.464802
102.68444,62,143.521299
102.782501,65,143.579218
102.53974,63,143.63706
102.648878,73,143.700561
102.578934,63,143.758654
102.461762,62,143.816717
102.527777,60,143.872958
102.677297,64,143.930782
102.529796,69,143.99252
102.796315,69,144.054577
102.522602,70,144.118803
102.604449,63,144.177439
102.524976,63,144.237173
102.57258,63,144.296662
102.466643,70,144.360813
102.866985,65,145.105309
102.543657,60,145.166525
102.661307,64,145.227744
102.555979,62,145.287722
102.612265,63,145.34673
102.530285,65,145.407015
102.416007,69,145.469742
102.505226,68,145.531658
102.538952,61,145.590451
102.567832,68,145.651332
102.498947,67,145.711502
102.530592,62,145.770563
102.549054,69,145.833875
102.43361,64,145.894123
102.494054,69,145.956831
102.854044,62,146.016141
102.638752,65,146.077985
102.553547,70,146.142922
102.549127,67,146.205788
102.755592,70,146.271285
102.475306,66,146.332886
102.517459,70,146.399142
102.5202,71,146.455755
102.505717,67,146.509961
102.601504,72,146.569905
102.410148,69,146.63008
102.578892,65,146.687484
102.715977,66,146.747213
102.616135,63,146.804681
102.522786,70,146.865424
102.547676,71,146.926034
102.540184,64,147.766716
102.539307,68,147.829494
102.953219,65,147.887315
102.625153,69,147.947778
102.520459,66,148.007125
102.539048,72,148.070313
102.506387,65,148.131233
102.464925,60,148.19007
102.605432,68,148.251984
102.650543,70,148.314093
102.523314,72,148.376543
102.496889,66,148.43568
102.516897,61,148.491857
102.849506,67,148.551551
102.814879,62,148.608116
102.513221,71,148.671079
102.492419,63,148.728428
102.552006,67,148.787785
102.371612,65,148.846156
102.590138,61,148.901952
102.695023,64,148.958978
102.638811,67,149.020551
102.727349,66,149.080199
102.409338,63,149.138036
102.562073,64,149.196405
102.447977,69,149.256742
102.523433,63,149.314238
102.462748,68,149.374336
102.418544,59,149.430425
102.445496,70,149.492209
102.400948,61,149.548463
102.865811,65,150.267113
102.618263,68,150.332138
102.527555,66,150.402706
102.442444,71,150.467271
102.720184,62,150.524229
102.562275,69,150.586352
102.514094,63,150.64437
102.514018,67,150.708688
102.48063,70,150.770381
102.600929,70,150.831074
102.495728,72,150.895328
102.631775,72,150.959778
102.427947,63,151.019864
102.610306,62,151.07814
102.764522,62,151.138233
102.465262,63,151.197632
102.514578,69,151.260505
102.755166,69,151.323665
102.508053,62,151.382871
102.543751,68,151.445717
102.498759,72,151.509914
102.588121,72,151.574433
102.526949,68,151.635978
102.756306,68,151.697814
102.606365,61,151.756911
102.519101,63,151.815961
102.678641,64,151.875682
102.488288,68,151.936516
102.584229,63,151.994164
102.619911,72,152.059133
102.68439,66,152.120938
102.484461,67,152.844233
102.568946,69,152.907762
102.493055,60,152.965327
102.531135,60,153.024399
102.477369,65,153.083939
102.69573,61,153.141403
102.53642,65,153.199356
102.487499,66,153.259944
102.541667,67,153.319807
102.682056,64,153.380528
102.445352,66,153.437111
102.486735,65,153.495916
102.513002,62,153.553537
102.76277,64,153.61433
102.83693,68,153.677015
102.461015,67,153.737292
102.575176,69,153.801304
102.55384,65,153.863136
102.684356,63,153.922853
102.405816,66,153.985943
102.706132,71,154.051436
102.600404,61,154.110223
102.630391,63,154.171157
102.575601,65,154.231824
102.557054,63,154.29173
102.844883,74,154.359813
102.591406,71,154.424078
102.608979,69,154.486028
102.598459,67,154.547344
102.526666,64,154.605618
102.637142,73,154.670123
102.612361,70,155.41977
102.593393,70,155.48405
102.451078,67,155.54798
102.512483,71,155.615002
102.581232,72,155.680211
102.586098,67,155.74328
102.463003,70,155.807786
102.32115,60,155.868966
102.452479,67,155.93973
102.463055,72,156.018814
102.673644,69,156.084229
102.594841,73,156.150644
102.733021,74,156.216233
102.575014,71,156.279526
102.615307,69,156.342421
102.725566,67,156.405483
102.459691,62,156.465505
102.525394,70,156.530468
102.801264,70,156.594069
102.538495,70,156.659668
102.513453,64,156.722287
102.680954,64,156.781211
102.572537,61,156.839786
102.530381,64,156.897501
102.644857,60,156.953202
103.199791,71,157.017453
102.514065,69,157.080035
102.453505,64,157.140122
102.442502,60,157.198185
102.607167,61,157.255316
102.509134,70,158.056926
102.977081,69,158.126801
103.065426,73,158.196395
102.875922,73,158.264199
102.515663,66,158.324072
102.532137,64,158.384092
102.96878,62,158.442834
102.530356,66,158.502483
102.526815,70,158.564389
102.521741,67,158.625254
102.639818,72,158.688147
102.640814,68,158.749417
102.427517,68,158.810208
102.832416,65,158.867972
102.684329,70,158.929371
102.79036,62,158.986589
102.611799,69,159.047781
102.423339,67,159.107314
102.590194,66,159.166188
102.655379,67,159.225328
102.592924,65,159.282985
102.447875,69,159.343287
102.55478,65,159.401177
102.591821,68,159.461592
102.451036,67,159.521152
102.618545,63,159.579219
102.584592,61,159.636073
102.838804,72,159.700973
102.513831,60,159.757687
102.519688,70,159.819646
102.49207,61,159.87568
102.500668,69,160.633251
102.605241,67,160.695578
102.561351,64,160.756291
102.487606,71,160.821811
102.605563,61,160.880041
102.643674,63,160.938687
102.574393,67,161.000754
102.601755,69,161.063635
102.545771,64,161.123751
102.515311,62,161.181734
102.435693,72,161.245605
102.449807,63,161.303288
102.751285,62,161.362075
102.648988,68,161.423155
102.457436,63,161.482371
102.47535,61,161.540797
102.569461,67,161.601848
102.554547,61,161.6584
102.691929,63,161.716383
102.609677,67,161.777201
102.719375,68,161.839712
102.538376,63,161.898143
102.543196,72,161.961582
102.784023,72,162.025008
102.789881,65,162.084658
102.593375,59,162.140928
102.645977,65,162.201314
102.57566,64,162.259536
102.430863,67,162.320114
102.490242,66,162.382666
102.584942,70,162.449986
102.566302,70,163.217507
102.687558,62,163.279024
102.61084,67,163.343553
102.456561,69,163.411347
102.776177,64,163.472692
102.688062,61,163.532157
102.579284,68,163.594758
102.529932,65,163.654898
102.514094,70,163.717721
102.60277,67,163.779404
102.67234,60,163.837791
102.465761,68,163.899973
102.718798,63,163.958425
102.589202,60,164.0152
102.62982,72,164.078512
102.782983,66,164.138475
102.756145,62,164.197638
102.594957,69,164.259262
102.664985,62,164.31596
102.549269,63,164.375656
102.524891,68,164.436954
102.633693,61,164.493466
102.339168,61,164.550572
102.511707,68,164.611667
102.740031,66,164.671084
102.518858,68,164.730322
102.496962,65,164.790443
102.782914,71,164.853245
102.41443,67,164.914478
102.533052,64,164.973363
102.741453,65,165.032902
102.578807,62,165.953589
102.491401,65,166.0168
102.745317,70,166.081564
103.013999,66,166.142751
102.586038,65,166.202656
102.501621,68,166.263723
102.611152,67,166.32432
102.495255,66,166.385209
102.575162,69,166.448362
102.6553,67,166.508743
102.520601,70,166.570858
102.532428,59,166.627082
102.609563,61,166.684315
102.540826,72,166.748813
102.545204,63,166.807255
102.631008,62,166.865944
102.512888,66,166.92493
102.547241,70,166.986628
102.581578,65,167.047468
102.585477,67,167.109704
102.683485,70,167.173869
102.650942,70,167.230503
102.669465,70,167.291014
102.588258,68,167.351571
102.525704,68,167.414219
102.522859,69,167.475701
102.694347,71,167.539526
102.580936,67,167.600551
102.489925,70,167.657217
102.65806,62,167.712443
102.657931,72,167.774488
102.596042,65,168.506216
102.711849,62,168.568474
102.550398,68,168.633293
102.650421,69,168.696462
102.543756,63,168.755677
102.671071,62,168.813684
102.621506,68,168.876888
102.53536,60,168.934312
102.502817,69,168.995965
102.437738,70,169.059008
102.684602,65,169.119528
102.562716,67,169.18106
102.494514,71,169.246081
102.696265,68,169.308706
102.630527,62,169.369086
102.566811,61,169.428818
102.664605,71,169.493721
102.638009,69,169.557855
102.664673,71,169.623405
102.486137,70,169.687964
102.685899,72,169.751065
102.477858,63,169.809993
102.647373,63,169.868661
102.46013,68,169.929127
102.56331,69,169.991861
102.6671,66,170.052677
102.576228,66,170.114125
102.419313,71,170.177066
102.475549,69,170.240411
102.813471,72,170.303394
102.917264,65,171.057726
102.626833,68,171.124115
102.399566,68,171.188245
102.556573,66,171.250712
102.587664,63,171.310613
102.493953,65,171.372785
102.513819,67,171.443564
102.605758,67,171.505683
102.51764,68,171.569007
102.526684,68,171.630029
102.481209,69,171.691415
102.554544,69,171.750949
102.560837,61,171.806371
102.57485,68,171.866178
102.618053,66,171.926571
102.398073,71,171.989707
102.515154,61,172.046557
102.684818,61,172.102245
102.466264,65,172.15989
102.611806,63,172.217533
102.532864,70,172.279314
102.681441,72,172.344488
102.66703,69,172.40758
102.867346,70,172.46962
102.430446,65,172.531239
102.570997,70,172.594682
102.53428,64,172.655133
102.722451,69,172.716722
102.512887,66,172.77688
102.673992,68,172.836746
102.765468,64,172.895743
102.569967,62,173.645934
102.47053,71,173.711965
102.505753,70,173.777471
102.511555,72,173.845144
102.67564,66,173.906203
103.063982,69,173.969803
102.565115,64,174.030339
102.428655,69,174.094097
102.501135,69,174.157837
102.56085,67,174.218798
102.344909,61,174.276067
102.552759,64,174.334583
102.558863,65,174.394891
102.551506,71,174.45705
102.642708,64,174.515414
102.701883,64,174.575603
102.391298,71,174.63846
102.59124,67,174.698685
102.507271,68,174.760466
102.496014,71,174.822733
102.521301,67,174.884139
102.542319,72,174.948312
102.483638,67,175.010068
102.38545,60,175.066767
102.542097,68,175.12952
102.499766,65,175.1896
102.438329,60,175.246221
102.550212,67,175.306851
102.529668,66,175.366275
102.496897,71,175.428475
102.526146,71,175.491691
102.635429,64,176.244746
102.99777,66,176.307634
102.42373,61,176.369067
102.757926,63,176.42845
102.632542,59,176.485518
102.541432,62,176.546083
102.445397,62,176.606384
102.62872,73,176.671627
102.615372,71,176.737066
102.545309,69,176.799759
102.480247,59,176.856359
102.41478,60,176.915962
102.625394,61,176.97419
102.576365,63,177.034996
102.572851,60,177.093835
102.702053,64,177.154661
102.58856,71,177.219462
102.474556,68,177.281208
102.587468,62,177.340255
102.781568,70,177.402471
102.356089,69,177.463482
102.542912,70,177.524609
102.657788,68,177.587517
102.535833,63,177.647354
102.609644,62,177.698923
102.546592,68,177.7575
102.651686,66,177.815581
102.60726,63,177.871019
102.639947,62,177.926732
102.410642,72,177.987802
102.483105,71,178.049175
102.511611,63,178.77608
102.62258,60,178.833982
102.680432,64,178.893636
102.932418,63,178.951361
102.813243,66,179.012818
102.595858,65,179.071171
102.453654,67,179.131506
102.562826,73,179.193305
102.513444,72,179.254955
102.457726,67,179.312951
102.484687,65,179.371388
102.56934,60,179.426613
102.71254,68,179.485394
102.537982,62,179.542249
102.766055,67,179.60265
102.578799,66,179.663866
103.430934,69,179.723825
102.718555,61,179.779041
102.602291,73,179.841678
102.657798,67,179.900091
102.54668,68,179.959663
102.482456,71,180.02109
102.615718,67,180.082543
102.478801,72,180.145078
102.654028,62,180.201414
102.489129,60,180.25747
102.52392,68,180.316471
102.524846,64,180.375211
102.542034,69,180.435813
102.84656,73,180.501128
102.626381,62,180.558192
102.597208,65,181.283935
102.556362,68,181.346969
102.587299,65,181.407889
102.697636,72,181.471946
102.42473,72,181.537109
102.638954,71,181.600148
102.701713,70,181.66317
102.743925,68,181.722484
102.706928,67,181.782533
102.702727,73,181.846056
102.448055,70,181.910669
102.560097,69,181.97256
102.452546,70,182.035093
102.552969,65,182.095651
102.5329,70,182.158902
103.007765,65,182.219829
4.574603,200,182.356586
102.632543,69,182.420484
102.588348,62,182.47941
102.470701,69,182.541832
102.491223,62,182.601061
102.471036,66,182.660818
102.583665,61,182.717645
102.483743,63,182.77505
102.631736,69,182.836887
102.548526,69,182.897356
102.496516,63,182.955306
102.454388,67,183.015898
102.618013,65,183.758957
102.583742,64,183.824276
102.60128,67,183.887856
102.435761,67,183.948295
102.509169,68,184.009798
102.431869,61,184.067506
102.49689,70,184.129786
102.479478,63,184.188149
102.584124,65,184.247312
102.440221,66,184.308753
102.535645,69,184.370991
102.355734,69,184.432472
102.525268,68,184.493145
102.669168,66,184.55278
102.874702,67,184.61606
102.567347,63,184.672662
102.623031,61,184.728596
102.633208,68,184.78752
102.507664,69,184.848899
102.680609,62,184.90502
102.55979,63,184.961853
102.60022,71,185.025214
102.377628,62,185.083535
102.729177,60,185.140281
102.770228,68,185.200375
102.537143,70,185.261777
102.572638,72,185.325236
102.556646,69,185.38675
102.518203,61,185.441772
102.429758,66,185.499853
102.60631,68,185.562663
102.450242,64,186.327714
102.714241,71,186.395189
102.504976,63,186.452815
102.530439,59,186.508667
102.521286,62,186.566616
102.542179,62,186.624391
102.64822,65,186.686003
102.601121,65,186.745449
102.5106,69,186.807562
102.596307,71,186.86962
102.526055,64,186.928405
102.474694,69,186.989955
102.454197,66,187.050246
102.596176,62,187.10723
102.55261,72,187.171065
102.672002,65,187.230086
102.571006,64,187.287961
102.60778,61,187.344913
102.421279,70,187.406956
102.538585,66,187.46572
102.436746,66,187.524725
102.599082,59,187.581148
102.643999,67,187.640717
102.623073,71,187.702883
102.57713,73,187.768313
102.631495,68,187.836347
102.633217,65,187.900165
102.505692,62,187.970903
102.415138,66,188.030474
102.51383,70,188.092314
103.181612,77,188.160963
102.628788,62,188.883536
102.741204,73,188.950046
102.426678,63,189.009658
102.50138,71,189.072491
102.704566,72,189.136719
102.554442,66,189.195192
102.491781,65,189.252943
102.488292,63,189.309458
102.559519,66,189.369264
102.885154,64,189.427083
102.579236,64,189.485504
102.55117,73,189.54829
102.512779,68,189.6084
102.655267,73,189.672374
102.575499,63,189.729511
102.619953,68,189.789914
102.673682,68,189.850376
102.501051,64,189.907758
102.495972,66,189.968633
102.618562,62,190.025751
102.529205,64,190.084879
102.603674,65,190.142283
102.576964,63,190.200044
102.68914,61,190.255399
102.541691,71,190.318443
102.48257,68,190.379851
102.663362,66,190.439975
102.708827,62,190.496845
102.509234,62,190.554344
102.598278,62,190.612289
102.548774,70,190.674722
102.673916,71,191.40647
102.591841,69,191.472165
102.572145,72,191.536147
102.576844,64,191.595558
102.495445,66,191.656427
102.42476,61,191.712813
102.532346,66,191.773438
103.042349,71,191.83493
102.512356,61,191.891589
102.670001,62,191.948239
102.548912,63,192.00848
102.572165,69,192.072687
102.618981,66,192.134494
102.472323,71,192.197574
102.642399,62,192.255328
102.589518,63,192.312583
102.548046,69,192.375665
102.693432,67,192.436663
102.483172,71,192.498969
102.584496,63,192.556778
102.661634,68,192.617292
102.582469,69,192.67859
102.519348,68,192.738343
102.590894,73,192.802175
102.582489,68,192.862545
102.501262,71,192.924315
102.602065,59,192.980066
102.66378,72,193.042377
102.704823,65,193.101092
102.526336,66,193.160077
102.444528,67,193.219992
102.287067,62,193.939121
102.71948,62,193.999135
102.578431,67,194.059154
102.58172,68,194.120923
102.769419,63,194.180437
102.473205,66,194.24159
102.559645,67,194.302552
102.52539,72,194.367063
102.481917,68,194.42934
102.758752,64,194.487687
102.794686,73,194.552476
102.512719,67,194.612689
102.508846,69,194.673831
102.537894,71,194.736743
102.555154,60,194.793483
102.677046,62,194.850399
102.44586,66,194.910676
102.56652,70,194.971777
102.47651,67,195.033504
102.480133,68,195.093541
102.425297,70,195.155038
102.480502,72,195.217302
102.447738,70,195.27784
102.430056,62,195.343838
102.67999,68,195.41007
102.566259,66,195.482713
102.535262,60,195.540558
102.679274,62,195.598029
102.611811,69,195.65896
102.474082,62,195.715612
102.427516,62,195.771548
