#{"t_start": 1782171729.2601292, "env_id": "None"}
r,l,t
102.762688,61,294.669332
102.561339,70,294.730375
102.50258,70,294.792203
102.648146,60,294.848822
102.684012,66,294.907949
102.634097,61,294.963882
102.488459,66,295.024559
102.605197,71,295.086049
102.546602,66,295.146781
102.50264,64,295.205399
102.597529,61,295.262574
102.594482,60,295.317911
102.523287,68,295.379124
102.526772,68,295.43987
102.85764,67,295.500505
102.599326,64,295.561147
102.745072,69,296.276519
102.469662,68,296.339799
102.514149,66,296.401612
102.627416,62,296.459115
102.673381,61,296.516757
102.487982,71,296.579337
102.454422,63,296.63825
102.513296,65,296.698718
102.484767,66,296.758247
102.563984,64,296.816068
102.530544,66,296.874675
102.48708,61,296.929888
102.440901,65,296.988554
102.810804,66,297.049095
102.636606,61,297.105522
102.520146,64,297.163329
102.575166,68,297.223621
102.458952,64,297.281451
102.606832,71,297.343035
102.545225,68,297.404127
102.601429,61,297.460869
102.460107,70,297.522276
102.60721,65,297.579919
102.561541,66,297.638355
102.475504,69,297.698046
102.649051,65,297.75625
102.481428,63,297.813164
102.458032,65,297.872512
102.609273,65,297.93158
102.518849,64,297.990222
102.442795,68,298.050841
102.413991,69,298.113104
102.685764,67,298.830008
102.592171,66,298.892085
102.56296,65,298.950877
102.451162,72,299.015201
102.485102,69,299.076929
102.790784,62,299.133928
102.495554,65,299.192768
102.698011,62,299.249437
102.643024,61,299.305632
102.416485,62,299.363393
102.560327,69,299.424616
102.409874,69,299.486154
102.769918,67,299.546
102.449272,68,299.60568
102.636677,63,299.665751
102.441426,72,299.72832
102.498902,65,299.785961
102.832168,67,299.845604
102.5177,60,299.900451
102.428118,72,299.961488
102.738781,62,300.017217
102.429678,63,300.074092
102.610446,71,300.134504
102.479577,64,300.191272
102.499779,66,300.248735
102.593059,63,300.306158
102.442605,69,300.367563
102.513149,66,300.42781
102.429922,70,300.491252
102.45282,65,300.549277
102.510845,71,300.612163
102.682402,62,301.320694
102.682573,70,301.384765
102.501038,70,301.44686
102.411669,70,301.509157
102.57392,70,301.572019
102.605294,61,301.628602
102.6178,61,301.685146
102.340383,70,301.747133
102.440769,67,301.807035
102.489822,68,301.867239
102.501579,65,301.925766
102.663447,65,301.984377
102.519689,70,302.047026
102.62488,62,302.104048
102.4756,65,302.165007
102.559355,63,302.22208
102.510305,65,302.280888
102.495077,68,302.341979
102.569583,63,302.400535
102.495745,64,302.458204
102.566881,66,302.51803
102.444051,65,302.577093
102.545072,61,302.634355
102.431792,70,302.696546
102.438033,70,302.757981
102.516889,68,302.818106
102.478035,67,302.878344
102.420893,68,302.938519
102.573898,63,302.997152
102.428747,72,303.061384
102.486774,67,303.122264
102.640494,62,303.89651
102.417351,66,303.959615
102.459832,59,304.017713
102.510213,63,304.077531
102.490808,71,304.1425
102.428401,62,304.201131
102.528433,71,304.264644
102.632414,63,304.323126
102.622441,61,304.380693
102.688504,71,304.444163
102.573229,63,304.503074
102.602493,61,304.559581
102.385845,70,304.620963
102.561524,64,304.680655
102.429867,69,304.743441
102.571645,72,304.808537
102.521996,65,304.869116
102.626092,68,304.933882
102.552462,66,304.996186
102.446508,64,305.056337
102.481681,64,305.116097
102.442752,65,305.176136
102.463576,63,305.234333
102.500831,68,305.29668
102.676491,62,305.355902
102.544457,61,305.413799
102.469924,71,305.477879
102.709751,70,305.541068
102.557122,64,305.603585
102.796981,63,305.662449
102.541206,67,305.723464
102.463526,70,306.658206
102.412821,72,306.729763
102.615717,63,306.790566
102.513398,64,306.849516
102.537649,61,306.908207
102.509773,67,306.969555
102.734197,69,307.033606
102.371374,69,307.097174
102.534002,62,307.15764
102.444542,64,307.217769
102.533735,70,307.282415
102.514872,62,307.341515
102.461325,63,307.401885
102.514255,62,307.460483
102.739025,71,307.522836
102.527139,64,307.583261
102.457731,59,307.641166
102.48915,70,307.704339
102.460781,62,307.764023
102.463589,67,307.833748
102.603341,65,307.898844
102.521141,64,307.972457
102.522108,70,308.037196
102.612655,64,308.096649
102.519062,63,308.157218
102.457811,68,308.220399
102.492464,65,308.281236
102.380465,69,308.343989
102.464259,69,308.405978
102.465635,69,308.468088
102.471603,61,308.526848
102.467207,68,309.305053
102.519962,69,309.372393
102.549742,64,309.435353
102.561715,60,309.494533
102.498081,65,309.556643
102.639255,67,309.621873
102.794993,67,309.686083
102.448042,65,309.748758
102.543057,69,309.815788
102.453001,67,309.879863
102.518327,65,309.942637
102.555443,60,310.005604
102.533761,69,310.071292
102.397024,69,310.136844
102.623271,64,310.200411
102.630671,72,310.267024
102.590939,62,310.326976
102.571931,61,310.388312
102.694136,70,310.448464
102.536297,65,310.511795
102.526539,67,310.572951
102.447726,68,310.6368
102.707765,65,310.696095
102.618204,62,310.755261
102.543422,72,310.821384
102.554197,66,310.884745
102.469677,65,310.94635
102.58191,67,311.01014
103.114675,68,311.074015
102.62922,67,311.136476
102.592927,61,311.195677
102.857449,63,311.956951
102.611515,64,312.022323
102.568743,64,312.085287
102.502535,66,312.149588
102.530999,61,312.210479
102.569388,65,312.272317
102.659774,64,312.332617
102.640398,72,312.399132
102.51637,68,312.464114
102.546504,65,312.529623
102.445408,61,312.590619
102.541014,67,312.655307
102.469505,71,312.737465
102.526991,69,312.810324
102.550987,62,312.869187
102.539591,67,312.931389
102.559848,71,312.996976
102.816807,69,313.062404
102.510116,67,313.12689
102.485952,66,313.189972
102.566006,64,313.250671
102.478427,69,313.313643
102.700435,64,313.374068
102.3705,70,313.440495
102.457131,71,313.505316
102.525811,72,313.570626
102.475872,71,313.635373
102.514576,64,313.696786
102.52307,65,313.759853
102.567074,65,313.8218
102.530805,63,313.882674
102.659092,63,314.646456
102.529934,64,314.71119
102.471424,65,314.779515
102.753222,67,314.845026
102.449588,60,314.905127
102.5531,63,314.967165
102.578409,67,315.030792
102.61027,61,315.089253
102.608941,65,315.153283
102.546191,72,315.223374
102.573107,68,315.288293
102.578109,70,315.36499
102.697647,61,315.429555
102.523123,65,315.506073
102.503409,61,315.565434
102.443588,71,315.632033
102.470565,67,315.696293
102.721334,67,315.761034
102.531816,71,315.828989
102.533034,60,315.889014
102.614641,61,315.949946
102.555114,70,316.023059
102.547499,69,316.090791
102.562575,69,316.157269
102.604671,65,316.22225
102.620459,62,316.303781
103.540191,74,316.373547
102.693148,68,316.437063
103.618392,72,316.502612
102.589991,70,316.567674
102.624861,65,316.631084
102.639965,66,317.421742
102.588113,65,317.483564
102.536238,69,317.545522
102.706938,60,317.603101
102.693508,63,317.661844
102.568753,70,317.723947
102.526742,60,317.781123
102.549043,72,317.845088
102.56216,65,317.904742
102.521608,67,317.966162
102.49252,60,318.023277
102.705931,61,318.080695
102.708024,65,318.142064
102.661006,63,318.203933
102.628492,61,318.263654
102.537587,62,318.322976
102.647161,69,318.386995
102.75527,69,318.452023
102.502645,69,318.515368
102.508394,73,318.581542
102.63533,64,318.642726
102.536378,69,318.70745
102.562731,67,318.770751
102.530726,60,318.828508
102.452048,61,318.887484
102.568884,68,318.950757
102.545955,69,319.015964
102.582451,65,319.078251
102.569407,64,319.13848
102.477405,69,319.201271
102.538392,72,319.265184
102.432763,71,320.037134
102.449313,62,320.100714
102.424187,64,320.162209
102.8227,69,320.225791
102.624862,63,320.286935
102.536459,60,320.347191
102.619935,64,320.409265
102.563656,65,320.471714
102.579584,71,320.537828
102.503516,68,320.603882
102.567396,69,320.670052
102.775525,68,320.734259
102.407562,68,320.798145
102.446201,71,320.867398
102.394667,70,320.932715
102.714064,61,320.992487
102.435985,62,321.052579
102.424181,70,321.116122
102.620033,63,321.175738
102.58934,66,321.236944
102.676815,67,321.2992
102.493725,59,321.35554
102.489456,61,321.41369
102.595209,63,321.473321
102.602568,64,321.534337
102.461628,64,321.595431
102.564425,69,321.659261
102.463364,60,321.7178
102.426266,67,321.782453
102.466095,65,321.846546
102.526636,69,321.909812
102.447036,67,322.688065
102.579917,62,322.748998
102.403702,70,322.813297
102.458557,70,322.875998
102.477698,59,322.932238
102.508999,60,322.989572
102.480989,72,323.05527
102.513632,68,323.117072
102.458008,69,323.181095
102.636336,71,323.246334
102.574532,62,323.306143
102.477312,68,323.368557
102.561281,62,323.427042
102.495824,62,323.486426
102.600687,64,323.547774
102.57058,63,323.607
102.458124,63,323.667358
102.54731,72,323.732125
102.556369,69,323.795017
102.659865,64,323.85489
102.443239,66,323.914179
102.601095,70,323.977224
102.538673,64,324.037654
102.490479,66,324.098547
102.562349,59,324.155092
102.624363,61,324.212363
102.420458,61,324.269059
102.565149,68,324.328551
102.697609,66,324.390243
102.522658,61,324.448323
102.491457,60,324.505314
102.557313,69,324.566075
102.491682,69,325.394968
102.585157,60,325.465196
102.650953,71,325.54293
102.498233,64,325.612493
102.452565,69,325.689057
102.502205,65,325.764881
102.578068,62,325.837255
102.43717,65,325.908697
102.603684,62,325.975312
102.539808,66,326.042297
102.484671,60,326.119133
102.546711,65,326.185143
102.630911,66,326.254994
102.707254,62,326.317953
102.62763,63,326.378129
102.503651,69,326.444384
102.583572,73,326.513252
102.693883,63,326.574943
102.494162,62,326.636533
102.541257,71,326.704804
102.373178,68,326.767959
102.630469,63,326.832721
102.599276,69,326.899952
102.686398,62,326.967871
102.441436,69,327.035288
102.383017,61,327.09792
102.554601,70,327.166438
102.479669,69,327.232241
102.467017,67,327.295958
102.705179,63,327.359901
102.500175,60,327.420574
102.63118,62,328.194092
102.489289,70,328.262692
102.772569,63,328.324908
102.514334,63,328.386292
102.475144,70,328.451972
102.718461,62,328.514085
102.667825,61,328.574723
102.500294,71,328.639315
102.503625,68,328.706021
102.687424,62,328.771196
102.504206,70,328.835973
102.524367,62,328.895088
102.514136,68,328.957946
102.465607,69,329.026976
102.495734,67,329.087474
102.487487,68,329.153686
102.464333,63,329.212766
102.386993,71,329.273391
102.719811,67,329.33289
102.562778,59,329.388937
102.600101,70,329.452834
102.473135,70,329.517398
102.471825,71,329.580763
102.788,67,329.641402
102.662866,64,329.700981
102.782181,66,329.759418
102.461873,70,329.821733
102.644627,62,329.879366
102.544914,61,329.936324
102.576815,66,329.998646
102.530009,65,330.058576
102.614363,66,330.816729
102.620764,67,330.879097
102.545733,69,330.956635
102.545757,71,331.022474
102.579079,64,331.084924
102.573147,66,331.145183
102.427935,67,331.206054
102.524155,66,331.266213
102.554169,70,331.329164
102.387861,69,331.390206
102.545292,67,331.46449
102.570711,59,331.522217
102.61006,66,331.585375
102.521267,68,331.647833
102.692799,69,331.712311
102.43447,64,331.773229
102.428144,68,331.834951
102.403877,61,331.891484
102.407161,70,331.953408
102.563629,61,332.026294
102.507124,72,332.091716
102.600089,63,332.153678
102.458953,71,332.217169
102.53925,62,332.278183
102.592225,61,332.33684
102.603936,70,332.399226
102.594368,61,332.455889
102.649403,69,332.517666
102.453645,67,332.578188
102.552336,64,332.640598
102.494253,68,332.702719
102.561547,61,333.446084
102.508935,71,333.510892
102.726411,65,333.569044
102.437263,69,333.631964
102.682967,71,333.696936
102.556059,62,333.756289
102.571101,64,333.815671
102.544366,70,333.879861
102.519713,70,333.943823
102.580432,65,334.004067
102.573192,64,334.06478
102.681144,67,334.124951
102.504278,62,334.181161
102.562559,60,334.236708
102.553736,68,334.295476
102.453268,60,334.35182
102.651966,63,334.409557
102.542578,72,334.472615
102.477598,63,334.530482
102.602403,67,334.589999
102.585399,72,334.653331
102.482198,62,334.711594
102.573986,61,334.768523
102.751213,68,334.829885
102.528638,63,334.886832
102.549867,65,334.946224
102.617356,62,335.003506
102.522251,66,335.063074
102.601281,64,335.121336
102.55389,61,335.177962
102.43859,71,335.240693
102.531676,70,336.056239
102.605055,70,336.121209
102.576572,65,336.180176
102.497917,64,336.23942
102.497526,71,336.301804
102.608503,66,336.362081
102.444071,71,336.425151
102.642599,64,336.482521
102.636589,64,336.539012
102.417358,69,336.599865
102.532811,67,336.65888
102.51051,69,336.720426
102.70097,67,336.779614
102.480677,71,336.841393
102.432746,67,336.900868
102.551372,66,336.958427
102.607486,65,337.016989
102.529127,62,337.072424
102.528241,69,337.132675
102.512793,69,337.192631
102.51681,62,337.249232
102.667689,67,337.307332
102.388415,71,337.368794
102.573049,60,337.423505
102.564269,70,337.483451
102.668657,70,337.542964
102.47117,71,337.604391
102.571258,60,337.660013
102.594286,70,337.721356
102.44139,70,337.794662
102.576995,64,337.854342
102.482038,68,338.616109
102.53451,67,338.678123
103.429265,68,338.742008
102.693002,61,338.798467
102.454752,65,338.859575
102.489006,67,338.920261
102.534033,70,338.98358
102.585775,69,339.048782
102.547298,67,339.11403
102.442735,63,339.173737
102.672823,62,339.232121
102.453143,67,339.292708
102.528405,70,339.353109
102.533033,62,339.411919
102.543268,71,339.474998
102.452948,63,339.534477
102.523705,64,339.594397
102.496711,63,339.656156
102.591276,71,339.719462
102.604857,65,339.779315
102.590721,60,339.834399
102.510258,70,339.895046
102.398125,71,339.958346
102.598828,67,340.017905
102.507833,62,340.074846
102.551797,61,340.130985
102.419741,67,340.190815
102.535298,61,340.247276
102.645507,68,340.308932
102.61977,64,340.368712
102.434259,66,340.42976
102.440296,65,341.176172
102.500241,71,341.243725
102.539219,60,341.301308
102.52888,71,341.364207
102.577354,67,341.425457
102.598733,63,341.4825
102.40462,64,341.540201
102.535331,69,341.60188
102.444394,69,341.664892
102.507047,63,341.722918
102.77511,69,341.783339
102.528615,70,341.843864
102.394962,61,341.899069
102.421451,71,341.959226
102.74119,64,342.016978
102.514534,72,342.077941
102.471763,70,342.138035
102.662773,66,342.195485
102.507758,64,342.252425
102.454757,71,342.313809
102.585507,70,342.374558
102.51056,70,342.435574
102.507223,66,342.493694
102.508344,71,342.555742
102.568116,60,342.614386
102.558372,60,342.67196
102.322098,60,342.736133
102.539566,67,342.802638
102.48797,68,342.865965
102.585993,61,342.927256
102.524317,66,343.748716
102.487173,62,343.811103
102.525872,70,343.874201
102.493112,60,343.931162
102.569483,67,343.991251
102.427477,67,344.052662
102.431979,67,344.113451
102.577204,62,344.17023
102.46629,71,344.232977
102.391503,68,344.29334
102.406377,69,344.356891
102.577877,70,344.419053
102.54208,65,344.477146
102.504869,70,344.538933
102.52883,70,344.600969
102.320445,68,344.661819
102.435379,65,344.721744
102.428914,64,344.781421
102.501949,69,344.843628
102.632436,61,344.900891
102.515069,69,344.962254
102.515629,64,345.02306
102.560471,64,345.082244
102.511029,68,345.146999
102.624012,66,345.205628
102.522526,64,345.263633
102.424725,61,345.329799
102.706201,70,345.394184
102.451206,69,345.466916
102.430532,63,345.53131
102.425358,71,345.593672
102.585716,66,346.337546
102.564548,63,346.400555
102.605665,67,346.462911
102.444608,65,346.531746
102.4518,62,346.598282
102.436029,61,346.656568
102.579745,65,346.717064
102.58735,61,346.774083
102.60368,66,346.83319
102.431671,67,346.897968
102.764218,65,346.994419
102.491436,68,347.079408
102.47291,61,347.143924
102.494894,70,347.208122
102.676782,63,347.268221
102.540679,66,347.328554
102.460064,72,347.393255
102.445892,63,347.454747
102.512374,64,347.516985
102.509841,70,347.582716
102.45942,66,347.643663
102.483674,62,347.702229
102.567949,68,347.763184
102.624954,68,347.824613
102.678226,63,347.882922
102.66359,74,347.947249
102.563989,72,348.010795
102.613579,70,348.071825
102.445842,70,348.134922
102.36971,64,348.194168
102.541573,63,348.252904
102.535079,69,349.01161
102.656951,61,349.075106
102.587231,68,349.141872
102.482056,65,349.206334
102.531387,67,349.269371
102.421895,64,349.331403
102.525239,70,349.397617
102.56045,62,349.458278
102.609427,65,349.519507
102.539746,66,349.583475
102.500198,69,349.649168
102.567557,69,349.715323
102.569039,61,349.774802
102.521569,63,349.836349
102.590123,66,349.89937
102.438117,66,349.960753
102.585397,61,350.020401
102.511858,68,350.083522
102.560725,66,350.144717
102.746174,63,350.204683
102.482909,70,350.269752
102.64399,59,350.327991
102.535444,65,350.392566
102.579134,68,350.457328
102.593752,69,350.519917
102.47864,68,350.583866
102.558419,65,350.645741
102.443824,69,350.709663
102.386005,65,350.770629
102.664657,67,350.834022
102.489484,65,350.896304
102.463624,65,350.957518
102.513335,63,351.730352
102.44085,71,351.802228
102.429903,65,351.868553
102.488151,68,351.93675
102.544201,61,351.998208
102.543928,65,352.06144
102.884281,65,352.123916
102.44653,66,352.187078
102.49243,62,352.246624
102.744458,67,352.30956
102.424632,71,352.375283
102.507975,60,352.43442
102.338941,64,352.49526
102.55404,67,352.558162
102.711467,61,352.618134
102.529567,71,352.682972
102.526314,70,352.747325
102.587746,62,352.805805
102.532317,62,352.86383
102.443615,70,352.927553
102.567357,63,352.987401
102.530913,60,353.047243
102.536268,63,353.108898
102.672371,63,353.169566
102.504996,62,353.228993
102.571721,69,353.29285
102.514455,68,353.356478
102.540383,65,353.418778
102.553599,62,353.478855
102.746412,62,353.53733
102.668365,70,353.603938
102.84817,66,354.380601
102.661794,67,354.446708
102.58048,67,354.51212
102.677748,65,354.576051
102.544852,65,354.644433
102.585366,60,354.709944
102.611164,69,354.776048
102.601144,68,354.841314
102.84937,69,354.909334
102.68811,72,354.977261
102.468735,70,355.044223
102.526347,62,355.104526
102.678661,66,355.166374
102.496588,69,355.230635
102.680632,61,355.289075
102.586122,63,355.348377
102.45882,67,355.410547
102.78062,65,355.47024
102.607918,63,355.530649
102.499578,69,355.593367
102.567192,69,355.656673
102.500361,62,355.715067
103.453289,70,355.778722
102.421238,71,355.842983
102.570897,60,355.90022
102.50554,64,355.961547
102.549982,66,356.025074
102.515786,63,356.08654
102.6185,70,356.151138
102.541347,60,356.208758
102.515226,69,356.271979
102.525905,62,357.036539
102.609781,68,357.105117
102.514573,60,357.167878
102.581151,63,357.229668
102.430525,68,357.292378
102.489169,64,357.353503
102.345369,68,357.418311
102.672502,62,357.478354
102.585816,71,357.543416
102.638064,67,357.6059
102.597981,71,357.670592
102.514113,60,357.728997
102.659298,67,357.792774
102.429278,66,357.854914
102.557112,72,357.921423
102.508544,65,357.98376
102.455546,68,358.047943
102.425862,63,358.107331
102.708214,73,358.177305
102.53895,71,358.243823
102.686914,66,358.306235
102.636789,65,358.368792
102.621663,61,358.428774
102.646332,68,358.491991
102.527502,63,358.551122
102.434958,69,358.618634
102.637656,68,358.681163
102.661107,72,358.744803
102.571216,60,358.806435
102.56003,70,358.873415
102.752197,68,358.936667
102.410991,65,359.704834
102.489648,65,359.770719
102.60033,64,359.834446
102.524867,66,359.897084
102.520205,61,359.957405
102.623215,64,360.017782
102.55915,65,360.079753
102.412814,70,360.1427
102.693386,62,360.200273
102.642699,64,360.258475
102.582993,65,360.31719
102.462736,69,360.379244
102.75508,65,360.438554
102.479141,68,360.500734
102.55668,68,360.564123
102.565824,69,360.627551
102.615162,69,360.690789
102.394862,63,360.749955
102.43711,68,360.812961
102.530904,62,360.870451
102.445829,67,360.930552
102.89956,63,360.989421
102.484466,71,361.053467
102.502163,66,361.115961
102.433282,68,361.178494
102.520893,64,361.237304
102.487832,68,361.29853
102.508933,71,361.361381
102.538289,64,361.420491
102.557355,71,361.484572
102.608296,64,361.544359
102.565282,72,362.299151
102.663076,66,362.364924
102.623037,61,362.425699
102.581313,64,362.485748
102.63359,71,362.551786
102.505135,64,362.614175
102.490134,68,362.677174
102.48517,69,362.741627
102.593652,65,362.802607
102.668471,62,362.86189
102.590895,68,362.923248
102.573045,63,362.984867
102.599853,67,363.048107
102.565137,70,363.112504
103.022032,66,363.174842
102.455106,71,363.240719
102.634346,67,363.303609
102.509662,63,363.362979
102.736717,66,363.424256
102.482448,70,363.488824
102.712406,65,363.550363
102.605513,61,363.609404
102.505187,67,363.675421
102.434213,68,363.737322
102.693095,65,363.797503
102.431048,67,363.861896
102.509135,72,363.93083
102.662855,63,363.993237
103.038203,69,364.064443
102.626341,64,364.126069
102.393845,72,364.190219
102.501905,66,364.954278
102.650741,61,365.015228
102.645373,63,365.076255
102.436203,69,365.141622
102.469657,71,365.207726
102.339075,61,365.266366
102.532567,61,365.325466
102.497275,61,365.384468
102.635768,63,365.443936
102.464809,70,365.506817
102.591034,70,365.571348
102.552452,65,365.633705
102.634389,64,365.695204
102.579453,70,365.758565
102.625323,61,365.818013
102.665066,60,365.88056
102.522894,66,365.94908
102.521034,61,366.022406
102.595053,67,366.08688
102.50093,66,366.149982
102.596776,62,366.209574
102.719988,62,366.267372
102.598638,61,366.325236
102.683197,64,366.384356
102.535348,65,366.445412
102.673967,71,366.509129
102.492988,71,366.571683
102.353036,68,366.635666
102.642711,62,366.709304
102.467942,68,366.778944
102.360841,70,366.84138
102.568757,65,367.595489
102.685289,66,367.661415
102.654816,71,367.728102
102.536746,65,367.797421
102.538932,64,367.859355
102.579192,64,367.925295
102.541562,61,367.993571
102.542232,64,368.054047
102.40899,71,368.119389
102.484686,71,368.184484
102.553233,60,368.243439
102.421748,70,368.306841
102.583986,70,368.37184
102.654791,63,368.431468
102.50673,62,368.491189
102.601391,62,368.549776
102.496857,70,368.61461
102.457372,64,368.674339
102.47852,68,368.736377
102.531969,65,368.79875
102.579715,64,368.859144
102.572957,68,368.92116
102.418248,65,368.983449
102.599854,65,369.044487
102.369844,61,369.103089
102.470474,69,369.165313
102.589671,63,369.223246
102.848917,66,369.283324
102.45972,65,369.344253
102.517688,69,369.406646
102.395587,71,369.470916
102.466347,69,370.217421
102.496431,61,370.278144
102.623084,63,370.338667
102.543345,72,370.403815
102.529481,64,370.465647
102.43192,70,370.528558
102.553804,65,370.588369
102.609843,61,370.645507
102.520668,70,370.708139
102.49409,63,370.766738
102.53867,71,370.829698
102.55087,67,370.89046
102.441912,69,370.951715
102.565214,64,371.014422
102.483939,70,371.078944
102.692728,67,371.140031
102.508028,61,371.197979
102.460905,64,371.256914
102.623287,70,371.321363
102.587621,63,371.38029
102.71409,60,371.438385
102.631596,63,371.497717
102.547165,61,371.555085
102.501434,66,371.61424
102.667524,66,371.674081
102.614007,69,371.736088
102.538141,68,371.798105
102.430472,65,371.858177
102.590217,69,371.921358
102.662075,73,371.98559
102.691407,62,372.044976
102.591625,62,372.806202
102.479794,69,372.874475
102.460253,70,372.94058
102.534846,72,373.008542
102.603795,60,373.067544
102.538336,59,373.12623
102.530595,61,373.187358
102.698345,65,373.248169
102.609294,62,373.309522
102.666678,66,373.371736
102.512169,64,373.438431
102.512458,66,373.499801
102.426811,66,373.562246
102.531914,68,373.626108
102.460905,67,373.687822
102.701523,71,373.752602
102.52729,68,373.8147
102.582522,64,373.873504
102.534675,64,373.935437
102.614933,65,373.997482
102.610935,61,374.056878
102.548863,63,374.117595
102.621619,70,374.182248
102.471612,64,374.242662
102.519244,68,374.305554
102.562013,61,374.362978
102.530006,60,374.419245
102.490758,60,374.474869
102.535588,62,374.532624
102.530381,64,374.591906
102.538603,62,374.649406
102.437336,69,374.709981
102.702223,62,375.479065
102.581818,61,375.553241
102.46636,71,375.619361
102.877557,65,375.680864
102.464197,68,375.743378
102.559056,60,375.801754
102.482269,64,375.856443
102.446651,69,375.916799
102.596961,60,375.972583
102.537503,73,376.038051
102.522644,67,376.101058
102.555736,68,376.163456
102.585846,71,376.228169
102.785519,73,376.293345
102.480672,66,376.354316
102.50467,67,376.416475
102.566306,69,376.478973
102.67878,62,376.537519
102.736121,63,376.597188
102.516583,67,376.658935
102.626334,61,376.716693
102.397103,65,376.776371
102.444843,68,376.839064
102.556291,72,376.906048
102.581662,61,376.96701
102.68694,73,377.034502
102.479739,61,377.09372
102.534965,66,377.155245
102.536845,65,377.215607
102.447903,67,377.276006
102.566055,67,377.33569
102.582596,64,378.225172
102.626076,66,378.288207
102.468883,61,378.346514
102.504387,60,378.404264
102.485239,60,378.461318
102.535644,69,378.523738
102.480434,62,378.58284
102.531928,59,378.639291
102.482591,69,378.701442
102.497603,73,378.765401
102.713201,61,378.823019
102.549849,65,378.882731
102.539286,62,378.941055
102.545832,63,379.00157
102.56788,63,379.060528
102.518536,69,379.124295
102.499691,60,379.18147
102.544772,67,379.241355
102.463892,66,379.301222
102.639277,59,379.357447
102.399813,69,379.420602
102.423136,69,379.482892
102.57852,66,379.544429
102.593731,68,379.607151
102.548146,63,379.671169
102.500067,69,379.732545
102.568814,64,379.790949
102.485195,60,379.846687
102.619011,64,379.905538
102.589342,62,379.962537
102.730514,64,380.022777
102.619213,65,380.767344
102.602677,64,380.831922
102.703194,62,380.892849
102.521781,61,380.952634
102.463923,70,381.019106
102.567762,62,381.079928
102.397911,71,381.145905
102.678689,67,381.208643
102.518515,65,381.271733
102.76545,64,381.331292
102.504037,71,381.396439
102.403884,70,381.460824
102.451662,72,381.525959
102.605719,69,381.58845
102.472692,66,381.64938
102.610293,61,381.706668
102.447766,69,381.769508
102.614806,64,381.830562
102.479121,63,381.890338
102.629152,61,381.949113
102.353221,69,382.012948
102.521484,65,382.072823
102.563111,66,382.133844
102.599418,66,382.194169
102.696032,67,382.254897
102.431834,71,382.319556
102.50881,60,382.376696
102.504231,63,382.436074
102.403707,67,382.498146
102.864474,69,382.560282
102.487547,68,382.62543
102.468699,67,383.374031
102.608637,71,383.444301
102.443235,68,383.50928
102.537536,65,383.572582
102.561508,63,383.638756
102.522618,68,383.702546
102.559356,65,383.764388
102.69343,65,383.827111
102.500928,68,383.890809
102.407073,60,383.949249
102.594508,66,384.011937
102.542166,64,384.072263
102.503243,61,384.131906
102.520858,64,384.192526
102.586093,63,384.252259
102.522053,62,384.310632
102.542322,67,384.373371
102.618838,61,384.431177
102.596899,71,384.495359
102.70811,62,384.553923
102.612267,66,384.615485
102.437699,70,384.67793
102.508141,69,384.739938
102.710997,63,384.799132
102.537902,66,384.859471
102.733925,67,384.921753
102.700524,61,384.978956
102.5664,63,385.038548
102.637157,62,385.097398
102.594728,65,385.157201
102.740769,62,385.214951
102.370954,66,385.273983
102.5584,66,386.031191
102.435129,67,386.099817
102.567451,64,386.164014
102.585702,66,386.227356
102.545317,69,386.290813
102.534135,70,386.357053
102.596005,63,386.417075
102.533485,66,386.478842
102.490234,61,386.539103
102.626841,64,386.595091
102.369098,59,386.651464
102.507865,69,386.715451
102.774564,64,386.774927
102.468029,72,386.840221
102.633772,73,386.907013
102.582702,67,386.971586
102.539377,68,387.03544
102.441584,65,387.094288
102.540469,70,387.146569
102.446916,67,387.198017
102.573499,71,387.252977
102.578734,66,387.305221
102.466548,68,387.359991
102.549395,63,387.410965
102.550314,65,387.46306
102.487038,61,387.513281
102.54221,66,387.565723
102.635611,74,387.623763
102.593052,60,387.673863
102.528734,65,387.726449
102.530217,70,387.781352
102.598239,66,388.497327
102.434976,71,388.558023
102.479586,72,388.616578
102.846364,65,388.670856
102.626857,67,388.728231
102.654656,66,388.786476
102.596824,65,388.844663
102.412247,62,388.900821
102.720202,62,388.953239
102.515072,68,389.014906
102.637256,69,389.079865
102.610568,64,389.134622
102.541746,68,389.191067
102.463333,62,389.245074
102.598428,63,389.299637
102.411631,69,389.357037
102.486589,65,389.413796
102.643803,64,389.469163
102.53427,60,389.521713
102.571395,60,389.575393
102.499201,65,389.632607
102.618327,65,389.686955
102.700495,68,389.749775
102.558608,67,389.811767
102.676856,71,389.878416
102.521746,65,389.939473
102.62953,63,389.998595
102.461019,68,390.054293
102.528427,68,390.114189
102.705109,64,390.172931
102.59565,64,390.230634
102.462543,61,391.047276
102.405091,70,391.10861
102.469138,69,391.169885
102.499126,63,391.227149
102.445872,66,391.286793
102.450905,72,391.349508
102.571752,63,391.407421
102.622528,65,391.465149
102.585379,71,391.524326
102.449656,60,391.579434
102.508903,70,391.63972
102.432555,62,391.694135
102.57485,73,391.756172
102.526327,71,391.816843
102.47076,67,391.871814
102.461331,61,391.925013
102.468047,69,391.984697
102.662659,68,392.045925
102.514723,65,392.105072
102.411506,70,392.166273
102.602485,65,392.225707
102.500001,66,392.284441
102.792821,63,392.346011
102.658541,60,392.406439
102.533284,72,392.469782
102.626625,63,392.527686
102.408086,69,392.590186
102.580496,70,392.653954
